address,floor,plan,price,square
р-н Свердловский, 22/25 эт.,1-к квартира,4 150 000  ₽, 48 м²
р-н Дзержинский, 3/5 эт.,2-к квартира,2 850 000  ₽, 44.3 м²
р-н Кировский, 1/6 эт.,4-к квартира,9 500 000  ₽, 174.4 м²
р-н Индустриальный, 13/20 эт.,Квартира-студия,2 470 000  ₽, 27.3 м²
р-н Свердловский, 2/5 эт.,3-к квартира,2 550 000  ₽, 60 м²
р-н Индустриальный, 5/5 эт.,2-к квартира,2 240 000  ₽, 44 м²
р-н Кировский, 5/5 эт.,2-к квартира,1 890 000  ₽, 37.1 м²
р-н Индустриальный, 20/20 эт.,4-к квартира,9 282 000  ₽, 143 м²
р-н Мотовилихинский, 1/9 эт.,2-к квартира,2 600 000  ₽, 52 м²
р-н Свердловский, 5/5 эт.,2-к квартира,2 250 000  ₽, 43 м²
р-н Дзержинский, 8/9 эт.,3-к квартира,3 580 000  ₽, 59 м²
р-н Индустриальный, 2/10 эт.,1-к квартира,2 650 000  ₽, 37 м²
р-н Индустриальный, 4/5 эт.,2-к квартира,2 750 000  ₽, 45.5 м²
р-н Свердловский, 15/25 эт.,1-к квартира,1 930 500  ₽, 31 м²
р-н Свердловский, 2/5 эт.,2-к квартира,3 500 000  ₽, 42 м²
р-н Свердловский, 4/5 эт.,1-к квартира,1 850 000  ₽, 30 м²
р-н Кировский, 13/16 эт.,1-к квартира,2 000 000  ₽, 42.9 м²
р-н Кировский, 10/10 эт.,1-к квартира,3 350 000  ₽, 52 м²
р-н Свердловский, 8/17 эт.,Квартира-студия,2 400 000  ₽, 29 м²
р-н Ленинский, 5/9 эт.,2-к квартира,4 500 000  ₽, 71 м²
р-н Кировский, 10/25 эт.,2-к квартира,2 500 000  ₽, 41.6 м²
р-н Ленинский, 18/18 эт.,2-к квартира,4 500 000  ₽, 69.5 м²
р-н Дзержинский, 2/17 эт.,1-к квартира,4 530 000  ₽, 47 м²
р-н Дзержинский, 1/5 эт.,1-к квартира,1 750 000  ₽, 30.3 м²
р-н Мотовилихинский, 13/17 эт.,4-к квартира,6 900 000  ₽, 107.2 м²
р-н Кировский, 3/5 эт.,2-к квартира,2 070 000  ₽, 44 м²
р-н Мотовилихинский, 2/17 эт.,3-к квартира,6 998 000  ₽, 108.7 м²
р-н Свердловский, 5/5 эт.,1-к квартира,2 180 000  ₽, 33 м²
р-н Кировский, 5/5 эт.,3-к квартира,2 000 000  ₽, 60.6 м²
р-н Дзержинский, 6/10 эт.,2-к квартира,2 550 000  ₽, 52.5 м²
р-н Индустриальный, 2/5 эт.,2-к квартира,2 390 000  ₽, 44.4 м²
р-н Кировский, 4/12 эт.,3-к квартира,6 000 000  ₽, 107 м²
р-н Дзержинский, 2/5 эт.,3-к квартира,2 200 000  ₽, 41.5 м²
р-н Мотовилихинский, 1/5 эт.,1-к квартира,2 100 000  ₽, 31 м²
р-н Свердловский, 6/17 эт.,1-к квартира,2 475 000  ₽, 34 м²
р-н Свердловский, 1/5 эт.,1-к квартира,1 850 000  ₽, 31.1 м²
р-н Дзержинский, 3/5 эт.,1-к квартира,2 200 000  ₽, 31 м²
р-н Индустриальный, 1/5 эт.,2-к квартира,2 500 000  ₽, 47 м²
р-н Кировский, 3/5 эт.,1-к квартира,1 800 000  ₽, 30.4 м²
р-н Мотовилихинский, 14/17 эт.,1-к квартира,2 248 000  ₽, 36.2 м²
р-н Свердловский, 8/17 эт.,1-к квартира,3 500 000  ₽, 36 м²
р-н Орджоникидзевский, 9/9 эт.,3-к квартира,2 750 000  ₽, 60 м²
р-н Мотовилихинский, 8/20 эт.,3-к квартира,4 673 100  ₽, 63.2 м²
р-н Свердловский, 21/22 эт.,2-к квартира,6 000 000  ₽, 64.7 м²
р-н Свердловский, 3/25 эт.,1-к квартира,3 300 000  ₽, 36.2 м²
р-н Свердловский, 5/5 эт.,1-к квартира,2 180 000  ₽, 33 м²
р-н Кировский, 5/5 эт.,3-к квартира,2 000 000  ₽, 60.6 м²
р-н Дзержинский, 6/10 эт.,2-к квартира,2 550 000  ₽, 52.5 м²
р-н Индустриальный, 2/5 эт.,2-к квартира,2 390 000  ₽, 44.4 м²
р-н Кировский, 4/12 эт.,3-к квартира,6 000 000  ₽, 107 м²
р-н Дзержинский, 2/5 эт.,3-к квартира,2 200 000  ₽, 41.5 м²
р-н Мотовилихинский, 1/5 эт.,1-к квартира,2 100 000  ₽, 31 м²
р-н Свердловский, 6/17 эт.,1-к квартира,2 475 000  ₽, 34 м²
р-н Свердловский, 1/5 эт.,1-к квартира,1 850 000  ₽, 31.1 м²
р-н Дзержинский, 3/5 эт.,1-к квартира,2 200 000  ₽, 31 м²
р-н Индустриальный, 1/5 эт.,2-к квартира,2 500 000  ₽, 47 м²
р-н Кировский, 3/5 эт.,1-к квартира,1 800 000  ₽, 30.4 м²
р-н Мотовилихинский, 14/17 эт.,1-к квартира,2 248 000  ₽, 36.2 м²
р-н Свердловский, 8/17 эт.,1-к квартира,3 500 000  ₽, 36 м²
р-н Орджоникидзевский, 9/9 эт.,3-к квартира,2 750 000  ₽, 60 м²
р-н Мотовилихинский, 8/20 эт.,3-к квартира,4 673 100  ₽, 63.2 м²
р-н Свердловский, 21/22 эт.,2-к квартира,6 000 000  ₽, 64.7 м²
р-н Свердловский, 3/25 эт.,1-к квартира,3 300 000  ₽, 36.2 м²
р-н Свердловский, 15/19 эт.,Квартира-студия,2 250 000  ₽, 29.1 м²
р-н Индустриальный, 3/5 эт.,1-к квартира,2 100 000  ₽, 31.7 м²
р-н Мотовилихинский, 3/5 эт.,1-к квартира,2 380 000  ₽, 30.1 м²
р-н Мотовилихинский, 1/5 эт.,1-к квартира,1 790 000  ₽, 33 м²
р-н Дзержинский, 10/12 эт.,3-к квартира,3 800 000  ₽, 73.9 м²
р-н Кировский, 5/25 эт.,Студия,1 680 000  ₽, 23.3 м²
р-н Кировский, 2/5 эт.,2-к квартира,1 830 000  ₽, 42.2 м²
р-н Свердловский, 6/10 эт.,4-к квартира,6 200 000  ₽, 86.4 м²
р-н Индустриальный, 25/25 эт.,3-к квартира,5 100 000  ₽, 91.3 м²
р-н Мотовилихинский, 5/5 эт.,2-к квартира,2 550 000  ₽, 43.1 м²
р-н Свердловский, 1/5 эт.,2-к квартира,2 580 000  ₽, 44 м²
р-н Ленинский, 4/5 эт.,3-к квартира,4 200 000  ₽, 80 м²
р-н Дзержинский, 5/5 эт.,2-к квартира,2 100 000  ₽, 41 м²
р-н Дзержинский, 5/5 эт.,2-к квартира,2 750 000  ₽, 40 м²
р-н Дзержинский, 2/5 эт.,3-к квартира,2 800 000  ₽, 60 м²
р-н Мотовилихинский, 8/16 эт.,1-к квартира,2 350 000  ₽, 41.4 м²
р-н Свердловский, 4/10 эт.,3-к квартира,6 600 000  ₽, 86.8 м²
р-н Дзержинский, 1/5 эт.,3-к квартира,3 600 000  ₽, 65 м²
р-н Мотовилихинский, 2/9 эт.,1-к квартира,2 400 000  ₽, 34 м²
р-н Ленинский, 4/10 эт.,3-к квартира,3 690 000  ₽, 69 м²
р-н Орджоникидзевский, 4/4 эт.,1-к квартира,1 599 900  ₽, 32 м²
р-н Мотовилихинский, 6/10 эт.,Своб. планировка,2 100 000  ₽, 34 м²
р-н Дзержинский, 3/17 эт.,2-к квартира,5 450 000  ₽, 57 м²
р-н Ленинский, 6/6 эт.,4-к квартира,11 000 000  ₽, 171 м²
р-н Кировский, 23/25 эт.,Квартира-студия,1 800 000  ₽, 21.8 м²
р-н Дзержинский, 2/5 эт.,3-к квартира,2 500 000  ₽, 57.1 м²
р-н Индустриальный, 17/25 эт.,2-к квартира,3 400 000  ₽, 45 м²
р-н Свердловский, 6/17 эт.,2-к квартира,4 150 000  ₽, 58 м²
р-н Свердловский, 19/19 эт.,3-к квартира,7 900 000  ₽, 92.5 м²
р-н Индустриальный, 8/9 эт.,2-к квартира,3 099 000  ₽, 52 м²
р-н Кировский, 2/5 эт.,2-к квартира,2 290 000  ₽, 45.9 м²
р-н Свердловский, 1/5 эт.,1-к квартира,2 050 000  ₽, 30.1 м²
р-н Свердловский, 5/5 эт.,2-к квартира,2 490 000  ₽, 43 м²
р-н Мотовилихинский, 2/11 эт.,3-к квартира,4 550 000  ₽, 64.2 м²
р-н Свердловский, 16/19 эт.,2-к квартира,4 220 000  ₽, 55 м²
р-н Свердловский, 6/9 эт.,1-к квартира,920 000  ₽, 18 м²
р-н Свердловский, 4/25 эт.,3-к квартира,6 447 000  ₽, 82.4 м²
р-н Индустриальный, 5/9 эт.,2-к квартира,3 650 000  ₽, 52.8 м²
р-н Индустриальный, 1/9 эт.,3-к квартира,2 900 000  ₽, 60.5 м²
р-н Свердловский, 5/5 эт.,2-к квартира,2 350 000  ₽, 44 м²
р-н Мотовилихинский, 4/10 эт.,2-к квартира,3 500 000  ₽, 54 м²
р-н Дзержинский, 4/5 эт.,2-к квартира,2 600 000  ₽, 44.5 м²
р-н Мотовилихинский, 2/16 эт.,1-к квартира,2 390 000  ₽, 43.4 м²
р-н Кировский, 1/9 эт.,1-к квартира,990 000  ₽, 22 м²
р-н Кировский, 5/5 эт.,1-к квартира,1 400 000  ₽, 27.5 м²
р-н Ленинский, 2/5 эт.,3-к квартира,3 300 000  ₽, 63 м²
р-н Свердловский, 10/10 эт.,1-к квартира,2 450 000  ₽, 34.2 м²
р-н Кировский, 3/5 эт.,2-к квартира,2 220 000  ₽, 41.1 м²
р-н Свердловский, 12/15 эт.,Апартаменты-студия,2 300 000  ₽, 39.3 м²
р-н Ленинский, 2/10 эт.,2-к квартира,3 600 000  ₽, 52 м²
р-н Ленинский, 5/9 эт.,3-к квартира,5 500 000  ₽, 85 м²
р-н Мотовилихинский, 2/16 эт.,3-к квартира,5 075 240  ₽, 70.1 м²
р-н Кировский, 5/17 эт.,3-к квартира,4 800 000  ₽, 74 м²
р-н Кировский, 6/16 эт.,2-к квартира,3 600 000  ₽, 66 м²
р-н Орджоникидзевский, 5/5 эт.,3-к квартира,2 200 000  ₽, 59.8 м²
р-н Свердловский, 4/9 эт.,2-к квартира,3 100 000  ₽, 50.7 м²
р-н Свердловский, 2/5 эт.,1-к квартира,1 899 000  ₽, 29.8 м²
р-н Свердловский, 1/5 эт.,1-к квартира,2 380 000  ₽, 30.9 м²
р-н Мотовилихинский, 5/5 эт.,1-к квартира,1 700 000  ₽, 31.3 м²
р-н Орджоникидзевский, 1/10 эт.,1-к квартира,2 350 000  ₽, 50 м²
р-н Дзержинский, 3/9 эт.,1-к квартира,1 950 000  ₽, 36 м²
р-н Дзержинский, 6/10 эт.,1-к квартира,2 450 000  ₽, 42 м²
р-н Свердловский, 4/10 эт.,2-к квартира,3 590 000  ₽, 52.9 м²
р-н Свердловский, 3/3 эт.,2-к квартира,2 280 000  ₽, 40.9 м²
р-н Ленинский, 3/3 эт.,3-к квартира,3 700 000  ₽, 57 м²
р-н Дзержинский, 3/16 эт.,1-к квартира,2 758 210  ₽, 43.3 м²
р-н Индустриальный, 12/20 эт.,Квартира-студия,2 420 000  ₽, 27.3 м²
р-н Свердловский, 5/5 эт.,3-к квартира,2 799 000  ₽, 51 м²
р-н Индустриальный, 4/5 эт.,2-к квартира,2 390 000  ₽, 41 м²
р-н Кировский, 5/10 эт.,1-к квартира,1 950 000  ₽, 34 м²
р-н Свердловский, 6/9 эт.,4-к квартира,4 449 165  ₽, 85 м²
р-н Индустриальный, 15/17 эт.,3-к квартира,7 900 000  ₽, 94 м²
р-н Мотовилихинский, 3/17 эт.,1-к квартира,2 900 000  ₽, 42 м²
р-н Мотовилихинский, 7/10 эт.,1-к квартира,2 100 000  ₽, 34.3 м²
р-н Ленинский, 2/4 эт.,3-к квартира,2 599 999  ₽, 54.2 м²
р-н Индустриальный, 1/5 эт.,2-к квартира,3 290 000  ₽, 49.6 м²
р-н Орджоникидзевский, 21/25 эт.,Квартира-студия,1 450 000  ₽, 23 м²
р-н Кировский, 1/3 эт.,3-к квартира,1 650 000  ₽, 55.3 м²
р-н Ленинский, 4/5 эт.,2-к квартира,3 200 000  ₽, 45 м²
р-н Свердловский, 5/5 эт.,2-к квартира,1 700 000  ₽, 41 м²
р-н Дзержинский, 2/10 эт.,2-к квартира,3 680 000  ₽, 51.7 м²
р-н Свердловский, 2/5 эт.,1-к квартира,1 899 000  ₽, 29.8 м²
р-н Свердловский, 1/5 эт.,1-к квартира,2 380 000  ₽, 30.9 м²
р-н Мотовилихинский, 5/5 эт.,1-к квартира,1 700 000  ₽, 31.3 м²
р-н Орджоникидзевский, 1/10 эт.,1-к квартира,2 350 000  ₽, 50 м²
р-н Дзержинский, 3/9 эт.,1-к квартира,1 950 000  ₽, 36 м²
р-н Дзержинский, 6/10 эт.,1-к квартира,2 450 000  ₽, 42 м²
р-н Свердловский, 4/10 эт.,2-к квартира,3 590 000  ₽, 52.9 м²
р-н Свердловский, 3/3 эт.,2-к квартира,2 280 000  ₽, 40.9 м²
р-н Ленинский, 3/3 эт.,3-к квартира,3 700 000  ₽, 57 м²
р-н Дзержинский, 3/16 эт.,1-к квартира,2 758 210  ₽, 43.3 м²
р-н Индустриальный, 12/20 эт.,Квартира-студия,2 420 000  ₽, 27.3 м²
р-н Свердловский, 5/5 эт.,3-к квартира,2 799 000  ₽, 51 м²
р-н Индустриальный, 4/5 эт.,2-к квартира,2 390 000  ₽, 41 м²
р-н Кировский, 5/10 эт.,1-к квартира,1 950 000  ₽, 34 м²
р-н Свердловский, 6/9 эт.,4-к квартира,4 449 165  ₽, 85 м²
р-н Индустриальный, 15/17 эт.,3-к квартира,7 900 000  ₽, 94 м²
р-н Мотовилихинский, 3/17 эт.,1-к квартира,2 900 000  ₽, 42 м²
р-н Мотовилихинский, 7/10 эт.,1-к квартира,2 100 000  ₽, 34.3 м²
р-н Ленинский, 2/4 эт.,3-к квартира,2 599 999  ₽, 54.2 м²
р-н Индустриальный, 1/5 эт.,2-к квартира,3 290 000  ₽, 49.6 м²
р-н Орджоникидзевский, 21/25 эт.,Квартира-студия,1 450 000  ₽, 23 м²
